card_id,kiosk_name,churn_proba,predicted_churn,risk_level,cnt_m0,n_cats_m0,activated_m0
CARD-03407,REGION-064,0.6580176562386194,1,HIGH,0,0,0
CARD-03408,REGION-039,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03409,REGION-066,0.46896219892366514,1,MEDIUM,3,1,1
CARD-03410,REGION-027,0.6580176562386194,1,HIGH,0,0,0
CARD-03411,REGION-017,0.5431389654249147,1,HIGH,0,0,0
CARD-03412,REGION-060,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03413,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03414,REGION-017,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03415,REGION-063,0.3364805534969446,0,MEDIUM,4,2,1
CARD-03416,REGION-058,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03417,REGION-037,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03418,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03419,REGION-058,0.0,0,LOW,8,2,1
CARD-03420,REGION-015,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03421,REGION-054,0.0,0,LOW,18,2,1
CARD-03422,REGION-057,0.0,0,LOW,17,4,1
CARD-03423,REGION-073,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03424,REGION-032,0.3185024050646761,0,MEDIUM,2,1,1
CARD-03425,REGION-052,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03426,REGION-063,0.6580176562386194,1,HIGH,0,0,0
CARD-03427,REGION-071,0.5537076870825302,1,HIGH,0,0,0
CARD-03428,REGION-071,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03429,REGION-032,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03430,REGION-049,0.0,0,LOW,15,2,1
CARD-03431,REGION-007,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03432,REGION-012,0.0,0,LOW,27,1,1
CARD-03433,REGION-025,0.6580176562386194,1,HIGH,0,0,0
CARD-03434,REGION-075,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03435,REGION-003,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03436,REGION-007,0.5805097899705248,1,HIGH,3,1,1
CARD-03437,REGION-067,0.6580176562386194,1,HIGH,0,0,0
CARD-03438,REGION-002,0.0,0,LOW,10,2,1
CARD-03439,REGION-024,0.6580176562386194,1,HIGH,0,0,0
CARD-03440,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03441,REGION-073,0.20811607345273264,0,LOW,2,1,1
CARD-03442,REGION-015,0.0,0,LOW,6,1,1
CARD-03443,REGION-003,0.0,0,LOW,5,1,1
CARD-03444,REGION-007,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03445,REGION-009,0.46896219892366514,1,MEDIUM,3,1,1
CARD-03446,REGION-033,0.0,0,LOW,7,3,1
CARD-03447,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03448,REGION-005,0.3364805534969446,0,MEDIUM,4,2,1
CARD-03449,REGION-059,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03450,REGION-011,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03451,REGION-035,0.0,0,LOW,22,3,1
CARD-03452,REGION-003,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03453,REGION-016,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03454,REGION-039,0.0,0,LOW,16,2,1
CARD-03455,REGION-066,0.0,0,LOW,5,1,1
CARD-03456,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03457,REGION-033,0.5431389654249147,1,HIGH,0,0,0
CARD-03458,REGION-028,0.0,0,LOW,10,2,1
CARD-03459,REGION-013,0.6580176562386194,1,HIGH,0,0,0
CARD-03460,REGION-075,0.6580176562386194,1,HIGH,0,0,0
CARD-03461,REGION-069,0.0,0,LOW,55,5,1
CARD-03462,REGION-003,0.0,0,LOW,5,1,1
CARD-03463,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-03464,REGION-051,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03465,REGION-046,0.20811607345273264,0,LOW,2,1,1
CARD-03466,REGION-060,0.4845185075321558,1,MEDIUM,2,1,1
CARD-03467,REGION-009,0.6580176562386194,1,HIGH,0,0,0
CARD-03468,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03469,REGION-075,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03470,REGION-058,0.6580176562386194,1,HIGH,0,0,0
CARD-03471,REGION-023,0.0,0,LOW,8,2,1
CARD-03472,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03473,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03474,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03475,REGION-015,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03476,REGION-038,0.20811607345273264,0,LOW,2,1,1
CARD-03477,REGION-032,0.3364805534969446,0,MEDIUM,3,1,1
CARD-03478,REGION-016,0.6580176562386194,1,HIGH,0,0,0
CARD-03479,REGION-018,0.0,0,LOW,13,1,1
CARD-03480,REGION-059,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03481,REGION-027,0.20811607345273264,0,LOW,2,1,1
CARD-03482,REGION-006,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03483,REGION-050,0.0,0,LOW,19,4,1
CARD-03484,REGION-016,0.20811607345273264,0,LOW,3,1,1
CARD-03485,REGION-069,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03486,REGION-005,0.6580176562386194,1,HIGH,0,0,0
CARD-03487,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03488,REGION-057,0.0,0,LOW,120,2,1
CARD-03489,REGION-041,0.6580176562386194,1,HIGH,0,0,0
CARD-03490,REGION-008,0.6580176562386194,1,HIGH,0,0,0
CARD-03491,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03492,REGION-046,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03493,REGION-032,0.3364805534969446,0,MEDIUM,2,1,1
CARD-03494,REGION-042,0.3364805534969446,0,MEDIUM,4,2,1
CARD-03495,REGION-010,0.6580176562386194,1,HIGH,0,0,0
CARD-03496,REGION-009,0.0,0,LOW,7,2,1
CARD-03497,REGION-039,0.0,0,LOW,9,2,1
CARD-03498,REGION-045,0.3364805534969446,0,MEDIUM,2,1,1
CARD-03499,REGION-021,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03500,REGION-025,0.6580176562386194,1,HIGH,0,0,0
CARD-03501,REGION-044,0.6580176562386194,1,HIGH,0,0,0
CARD-03502,REGION-018,0.0,0,LOW,5,2,1
CARD-03503,REGION-025,0.5431389654249147,1,HIGH,0,0,0
CARD-03504,REGION-059,0.5431389654249147,1,HIGH,0,0,0
CARD-03505,REGION-003,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03506,REGION-033,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03507,REGION-027,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03508,REGION-017,0.0,0,LOW,5,1,1
CARD-03509,REGION-028,0.49828139689988526,1,MEDIUM,0,0,0
CARD-03510,REGION-008,0.0,0,LOW,23,1,1
CARD-03511,REGION-020,0.0,0,LOW,8,1,1
CARD-03512,REGION-050,0.0,0,LOW,11,2,1
CARD-03513,REGION-009,0.5805097899705248,1,HIGH,3,1,1
CARD-03514,REGION-060,0.6580176562386194,1,HIGH,0,0,0
CARD-03515,REGION-003,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03516,REGION-017,0.0,0,LOW,7,3,1
CARD-03517,REGION-039,0.0,0,LOW,6,1,1
CARD-03518,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03519,REGION-070,0.5431389654249147,1,HIGH,0,0,0
CARD-03520,REGION-075,0.0,0,LOW,13,3,1
CARD-03521,REGION-006,0.6580176562386194,1,HIGH,0,0,0
CARD-03522,REGION-003,0.5537076870825302,1,HIGH,0,0,0
CARD-03523,REGION-046,0.3364805534969446,0,MEDIUM,2,1,1
CARD-03524,REGION-004,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03525,REGION-069,0.49828139689988526,1,MEDIUM,0,0,0
CARD-03526,REGION-060,0.6580176562386194,1,HIGH,0,0,0
CARD-03527,REGION-015,0.0,0,LOW,56,2,1
CARD-03528,REGION-053,0.3185024050646761,0,MEDIUM,2,1,1
CARD-03529,REGION-006,0.327900395620486,0,MEDIUM,3,1,1
CARD-03530,REGION-027,0.6580176562386194,1,HIGH,0,0,0
CARD-03531,REGION-004,0.20811607345273264,0,LOW,4,2,1
CARD-03532,REGION-051,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03533,REGION-011,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03534,REGION-045,0.6580176562386194,1,HIGH,0,0,0
CARD-03535,REGION-066,0.0,0,LOW,13,3,1
CARD-03536,REGION-025,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03537,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03538,REGION-069,0.5537076870825302,1,HIGH,0,0,0
CARD-03539,REGION-032,0.6580176562386194,1,HIGH,0,0,0
CARD-03540,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-03541,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03542,REGION-057,0.0,0,LOW,13,1,1
CARD-03543,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-03544,REGION-062,0.3364805534969446,0,MEDIUM,2,1,1
CARD-03545,REGION-009,0.0,0,LOW,22,5,1
CARD-03546,REGION-014,0.5431389654249147,1,HIGH,0,0,0
CARD-03547,REGION-033,0.6580176562386194,1,HIGH,0,0,0
CARD-03548,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03549,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-03550,REGION-027,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03551,REGION-064,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03552,REGION-006,0.6580176562386194,1,HIGH,0,0,0
CARD-03553,REGION-063,0.5537076870825302,1,HIGH,0,0,0
CARD-03554,REGION-042,0.5805097899705248,1,HIGH,3,1,1
CARD-03555,REGION-060,0.0,0,LOW,6,2,1
CARD-03556,REGION-073,0.3364805534969446,0,MEDIUM,2,1,1
CARD-03557,REGION-041,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03558,REGION-059,0.0,0,LOW,5,2,1
CARD-03559,REGION-019,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03560,REGION-069,0.6580176562386194,1,HIGH,0,0,0
CARD-03561,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03562,REGION-038,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03563,REGION-049,0.46896219892366514,1,MEDIUM,3,1,1
CARD-03564,REGION-009,0.0,0,LOW,6,1,1
CARD-03565,REGION-042,0.6580176562386194,1,HIGH,0,0,0
CARD-03566,REGION-070,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03567,REGION-034,0.0,0,LOW,53,4,1
CARD-03568,REGION-059,0.0,0,LOW,10,2,1
CARD-03569,REGION-009,0.0,0,LOW,75,6,1
CARD-03570,REGION-067,0.4845185075321558,1,MEDIUM,2,1,1
CARD-03571,REGION-031,0.4845185075321558,1,MEDIUM,2,1,1
CARD-03572,REGION-006,0.6580176562386194,1,HIGH,0,0,0
CARD-03573,REGION-037,0.0,0,LOW,58,5,1
CARD-03574,REGION-071,0.6580176562386194,1,HIGH,0,0,0
CARD-03575,REGION-011,0.0,0,LOW,95,6,1
CARD-03576,REGION-017,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03577,REGION-016,0.6580176562386194,1,HIGH,0,0,0
CARD-03578,REGION-040,0.6580176562386194,1,HIGH,0,0,0
CARD-03579,REGION-040,0.20811607345273264,0,LOW,4,2,1
CARD-03580,REGION-038,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03581,REGION-024,0.6580176562386194,1,HIGH,0,0,0
CARD-03582,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03583,REGION-005,0.49828139689988526,1,MEDIUM,0,0,0
CARD-03584,REGION-036,0.6580176562386194,1,HIGH,0,0,0
CARD-03585,REGION-017,0.3185024050646761,0,MEDIUM,2,1,1
CARD-03586,REGION-049,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03587,REGION-036,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03588,REGION-015,0.6580176562386194,1,HIGH,0,0,0
CARD-03589,REGION-067,0.0,0,LOW,24,2,1
CARD-03590,REGION-020,0.6580176562386194,1,HIGH,0,0,0
CARD-03591,REGION-003,0.6580176562386194,1,HIGH,0,0,0
CARD-03592,REGION-009,0.6580176562386194,1,HIGH,0,0,0
CARD-03593,REGION-017,0.6580176562386194,1,HIGH,0,0,0
CARD-03594,REGION-067,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03595,REGION-019,0.0,0,LOW,7,2,1
CARD-03596,REGION-019,0.5431389654249147,1,HIGH,0,0,0
CARD-03597,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03598,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-03599,REGION-032,0.0,0,LOW,17,2,1
CARD-03600,REGION-045,0.4845185075321558,1,MEDIUM,2,1,1
CARD-03601,REGION-059,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03602,REGION-002,0.5431389654249147,1,HIGH,0,0,0
CARD-03603,REGION-032,0.0,0,LOW,8,2,1
CARD-03604,REGION-024,0.6580176562386194,1,HIGH,0,0,0
CARD-03605,REGION-062,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03606,REGION-036,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03607,REGION-045,0.6580176562386194,1,HIGH,0,0,0
CARD-03608,REGION-013,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03609,REGION-062,0.20811607345273264,0,LOW,2,1,1
CARD-03610,REGION-059,0.0,0,LOW,27,2,1
CARD-03611,REGION-009,0.0,0,LOW,41,5,1
CARD-03612,REGION-002,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03613,REGION-051,0.3364805534969446,0,MEDIUM,4,2,1
CARD-03614,REGION-024,0.0,0,LOW,32,4,1
CARD-03615,REGION-020,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03616,REGION-057,0.6580176562386194,1,HIGH,0,0,0
CARD-03617,REGION-041,0.3364805534969446,0,MEDIUM,3,1,1
CARD-03618,REGION-068,0.0,0,LOW,8,2,1
CARD-03619,REGION-022,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03620,REGION-009,0.3185024050646761,0,MEDIUM,4,2,1
CARD-03621,REGION-062,0.6580176562386194,1,HIGH,0,0,0
CARD-03622,REGION-021,0.0,0,LOW,12,3,1
CARD-03623,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03624,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-03625,REGION-033,0.0,0,LOW,7,2,1
CARD-03626,REGION-065,0.5537076870825302,1,HIGH,0,0,0
CARD-03627,REGION-019,0.5805097899705248,1,HIGH,2,1,1
CARD-03628,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03629,REGION-009,0.0,0,LOW,7,2,1
CARD-03630,REGION-023,0.6580176562386194,1,HIGH,0,0,0
CARD-03631,REGION-057,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03632,REGION-028,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03633,REGION-036,0.0,0,LOW,8,3,1
CARD-03634,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03635,REGION-013,0.6580176562386194,1,HIGH,0,0,0
CARD-03636,REGION-008,0.6580176562386194,1,HIGH,0,0,0
CARD-03637,REGION-013,0.5537076870825302,1,HIGH,0,0,0
CARD-03638,REGION-016,0.0,0,LOW,16,3,1
CARD-03639,REGION-009,0.6580176562386194,1,HIGH,0,0,0
CARD-03640,REGION-044,0.0,0,LOW,10,2,1
CARD-03641,REGION-046,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03642,REGION-068,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03643,REGION-023,0.0,0,LOW,5,2,1
CARD-03644,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-03645,REGION-060,0.20811607345273264,0,LOW,4,2,1
CARD-03646,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03647,REGION-053,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03648,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03649,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03650,REGION-003,0.5805097899705248,1,HIGH,4,2,1
CARD-03651,REGION-074,0.5537076870825302,1,HIGH,0,0,0
CARD-03652,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-03653,REGION-008,0.6580176562386194,1,HIGH,0,0,0
CARD-03654,REGION-057,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03655,REGION-036,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03656,REGION-033,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03657,REGION-053,0.0,0,LOW,6,3,1
CARD-03658,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03659,REGION-032,0.0,0,LOW,10,1,1
CARD-03660,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-03661,REGION-019,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03662,REGION-033,0.0,0,LOW,20,2,1
CARD-03663,REGION-005,0.0,0,LOW,6,1,1
CARD-03664,REGION-050,0.20811607345273264,0,LOW,2,1,1
CARD-03665,REGION-004,0.0,0,LOW,7,3,1
CARD-03666,REGION-037,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03667,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-03668,REGION-055,0.0,0,LOW,18,3,1
CARD-03669,REGION-038,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03670,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03671,REGION-002,0.0,0,LOW,5,1,1
CARD-03672,REGION-004,0.6580176562386194,1,HIGH,0,0,0
CARD-03673,REGION-066,0.6580176562386194,1,HIGH,0,0,0
CARD-03674,REGION-034,0.3364805534969446,0,MEDIUM,2,1,1
CARD-03675,REGION-027,0.3364805534969446,0,MEDIUM,2,1,1
CARD-03676,REGION-032,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03677,REGION-027,0.0,0,LOW,5,1,1
CARD-03678,REGION-032,0.0,0,LOW,10,1,1
CARD-03679,REGION-042,0.0,0,LOW,14,1,1
CARD-03680,REGION-013,0.0,0,LOW,6,1,1
CARD-03681,REGION-031,0.6580176562386194,1,HIGH,0,0,0
CARD-03682,REGION-073,0.6580176562386194,1,HIGH,0,0,0
CARD-03683,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03684,REGION-059,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03685,REGION-024,0.49828139689988526,1,MEDIUM,0,0,0
CARD-03686,REGION-074,0.46896219892366514,1,MEDIUM,2,1,1
CARD-03687,REGION-008,0.6580176562386194,1,HIGH,0,0,0
CARD-03688,REGION-060,0.0,0,LOW,6,1,1
CARD-03689,REGION-009,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03690,REGION-044,0.5431389654249147,1,HIGH,0,0,0
CARD-03691,REGION-074,0.0,0,LOW,27,2,1
CARD-03692,REGION-046,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03693,REGION-072,0.4845185075321558,1,MEDIUM,2,1,1
CARD-03694,REGION-008,0.0,0,LOW,5,2,1
CARD-03695,REGION-075,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03696,REGION-075,0.0,0,LOW,17,4,1
CARD-03697,REGION-055,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03698,REGION-006,0.0,0,LOW,7,3,1
CARD-03699,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03700,REGION-047,0.20811607345273264,0,LOW,2,1,1
CARD-03701,REGION-016,0.0,0,LOW,8,1,1
CARD-03702,REGION-070,0.6580176562386194,1,HIGH,0,0,0
CARD-03703,REGION-045,0.0,0,LOW,18,5,1
CARD-03704,REGION-057,0.0,0,LOW,18,2,1
CARD-03705,REGION-039,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03706,REGION-036,0.0,0,LOW,13,2,1
CARD-03707,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03708,REGION-036,0.0,0,LOW,37,5,1
CARD-03709,REGION-046,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03710,REGION-005,0.20811607345273264,0,LOW,2,1,1
CARD-03711,REGION-037,0.5431389654249147,1,HIGH,0,0,0
CARD-03712,REGION-024,0.5805097899705248,1,HIGH,2,1,1
CARD-03713,REGION-040,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03714,REGION-046,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03715,REGION-069,0.0,0,LOW,43,5,1
CARD-03716,REGION-075,0.6580176562386194,1,HIGH,0,0,0
CARD-03717,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03718,REGION-045,0.20811607345273264,0,LOW,2,1,1
CARD-03719,REGION-027,0.5537076870825302,1,HIGH,0,0,0
CARD-03720,REGION-003,0.6580176562386194,1,HIGH,0,0,0
CARD-03721,REGION-031,0.3185024050646761,0,MEDIUM,2,1,1
CARD-03722,REGION-053,0.6580176562386194,1,HIGH,0,0,0
CARD-03723,REGION-032,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03724,REGION-027,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03725,REGION-068,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03726,REGION-042,0.5805097899705248,1,HIGH,3,1,1
CARD-03727,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03728,REGION-033,0.0,0,LOW,5,2,1
CARD-03729,REGION-028,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03730,REGION-034,0.0,0,LOW,9,3,1
CARD-03731,REGION-063,0.6580176562386194,1,HIGH,0,0,0
CARD-03732,REGION-042,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03733,REGION-038,0.3185024050646761,0,MEDIUM,4,2,1
CARD-03734,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03735,REGION-033,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03736,REGION-019,0.5537076870825302,1,HIGH,0,0,0
CARD-03737,REGION-032,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03738,REGION-046,0.0,0,LOW,12,2,1
CARD-03739,REGION-068,0.5431389654249147,1,HIGH,0,0,0
CARD-03740,REGION-017,0.0,0,LOW,7,2,1
CARD-03741,REGION-054,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03742,REGION-062,0.20811607345273264,0,LOW,4,2,1
CARD-03743,REGION-040,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03744,REGION-069,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03745,REGION-027,0.0,0,LOW,13,4,1
CARD-03746,REGION-062,0.0,0,LOW,6,1,1
CARD-03747,REGION-017,0.0,0,LOW,32,2,1
CARD-03748,REGION-006,0.0,0,LOW,47,1,1
CARD-03749,REGION-032,0.3364805534969446,0,MEDIUM,4,2,1
CARD-03750,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-03751,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03752,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03753,REGION-035,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03754,REGION-028,0.0,0,LOW,5,2,1
CARD-03755,REGION-067,0.6580176562386194,1,HIGH,0,0,0
CARD-03756,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03757,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03758,REGION-019,0.3185024050646761,0,MEDIUM,4,2,1
CARD-03759,REGION-008,0.0,0,LOW,13,2,1
CARD-03760,REGION-004,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03761,REGION-075,0.6580176562386194,1,HIGH,0,0,0
CARD-03762,REGION-033,0.5431389654249147,1,HIGH,0,0,0
CARD-03763,REGION-061,0.6580176562386194,1,HIGH,0,0,0
CARD-03764,REGION-030,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03765,REGION-032,0.3364805534969446,0,MEDIUM,4,2,1
CARD-03766,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03767,REGION-038,0.6580176562386194,1,HIGH,0,0,0
CARD-03768,REGION-060,0.0,0,LOW,10,2,1
CARD-03769,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03770,REGION-074,0.0,0,LOW,13,1,1
CARD-03771,REGION-005,0.0,0,LOW,13,3,1
CARD-03772,REGION-047,0.0,0,LOW,11,2,1
CARD-03773,REGION-006,0.0,0,LOW,28,2,1
CARD-03774,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03775,REGION-059,0.9279598796474744,1,CRITICAL,0,0,0
CARD-03776,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03777,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-03778,REGION-035,0.49828139689988526,1,MEDIUM,0,0,0
CARD-03779,REGION-002,0.6580176562386194,1,HIGH,0,0,0
CARD-03780,REGION-005,0.6580176562386194,1,HIGH,0,0,0
CARD-03781,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03782,REGION-004,0.0,0,LOW,55,4,1
CARD-03783,REGION-027,0.6580176562386194,1,HIGH,0,0,0
CARD-03784,REGION-025,0.6580176562386194,1,HIGH,0,0,0
CARD-03785,REGION-024,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03786,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03787,REGION-054,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03788,REGION-067,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03789,REGION-057,0.6580176562386194,1,HIGH,0,0,0
CARD-03790,REGION-044,0.6580176562386194,1,HIGH,0,0,0
CARD-03791,REGION-009,0.3364805534969446,0,MEDIUM,3,1,1
CARD-03792,REGION-022,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03793,REGION-052,0.0,0,LOW,11,3,1
CARD-03794,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-03795,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03796,REGION-026,0.4845185075321558,1,MEDIUM,2,1,1
CARD-03797,REGION-042,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03798,REGION-042,0.0,0,LOW,31,4,1
CARD-03799,REGION-053,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03800,REGION-037,0.0,0,LOW,17,2,1
CARD-03801,REGION-039,0.4845185075321558,1,MEDIUM,4,2,1
CARD-03802,REGION-069,0.5431389654249147,1,HIGH,0,0,0
CARD-03803,REGION-003,0.5537076870825302,1,HIGH,0,0,0
CARD-03804,REGION-067,0.5805097899705248,1,HIGH,2,1,1
CARD-03805,REGION-008,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03806,REGION-004,0.0,0,LOW,6,1,1
CARD-03807,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03808,REGION-035,0.6580176562386194,1,HIGH,0,0,0
CARD-03809,REGION-075,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03810,REGION-016,0.8203187978014564,1,CRITICAL,0,0,0
CARD-03811,REGION-008,0.6580176562386194,1,HIGH,0,0,0
